,uid,scenario,label
2122,22262,Joe needed to find a way to pay his rent.,0
2123,22263,I told her that was impossible for me to do.,0
2124,22266,"It was my favorite, and I purchased it for years afterward.",0
2125,22260,I dreamed I helped her write a paper.,1
2126,22723,sharing advice with my cubicle neighbor regarding a sensitive problem I overheard,1
2127,22732,not accepting gifts,0
2128,22738,not wanting to take care of my sister's kids,-1
2129,25184,Then I played music she would not like.,-1
2130,25149,Expectant Mom Is Haunted By Death Of Friend's Mother,-1
2131,25155,"My dogs ran to my side, and I braced myself on them as I sat up.",0
2132,25153,Lax Parental Discipline Turns Tot Into Tiny Terror,-1
2133,25148,Girl Being Abused by Father Must Reach Out Now for Help,0
2134,20958,I hate paper straws.,-1
2135,20955,I miss my depression,-1
2136,20957,I was circumcised this week for medical reasons.,0
2137,20953,I got my brother back in the worst way possible,-1
2138,20952,Working in the mental health field has made me realize how much I need therapy.,0
2139,20954,"Right now, I hate my mum.",-1
2140,20968,Found my love for BBWs too late,1
2141,20966,I can’t go on,0
2142,20959,I love to flirt and tease my two son's best friends,-1
2143,20960,Help me. 22 F,0
2144,20970,There’s no book on ‘how to deal with when the one you love becomes famous.’,0
2145,20963,I watch Say Yes to the Dress and other bridal-like shows because it makes me happy to see so many people so in love.,1
2146,20972,Just found out my ex-girlfriend is cutting herself again,0
2147,20979,Im in love with someone with someone I can't have.,-1
2148,20973,I just spent $100+ on my boyfriends christmas presents and now i’m broke!,-1
2149,20981,A message for the one I love,1
2150,20975,In love with my brothers best friend,0
2151,20974,I’ll never get over my first love,-1
2152,20982,I Don't Love Body Positivity,-1
2153,20978,I think I'm in Love again..... With the wrong guy again,-1
2154,20980,I just absolutely love bigger bodied women,0
2155,20990,I really like helping people on here,1
2156,20987,"I regret fighting with my mother right before she went into a coma. She died without me apologizing probably, i am just hoping she forgave me.",1
2157,20988,Breaking up with my boyfriend was the biggest mistake I could've made.,-1
2158,20992,Apparently i just don't get people. Can someone explain them to me?,0
2159,20985,I regret having my son circumcised,-1
2160,20995,I resent my own mother.,0
2161,20993,I hate myself because I couldn't save my mother,-1
2162,20994,I want to get my girlfriend's manager fired.,0
2163,21006,I don’t like my mother and I want to cut her out of my life... but she has no one else.,-1
2164,21016,I mad crush on Justin Trudeau only because he’s hella fine and his personality reminds me of Hugh Grant in Love Actually. I know different countries but doesn’t matter... still mad crushing.,0
2165,21010,I keep falling out of love.,0
2166,21015,My anxiety is worsening,0
2167,21014,I hid a test in the corner of a cabinet and never saw it again.,0
2168,21007,My mom passed away when I was a kid. I wish it had been my dad instead.,-1
2169,21013,I'm 12 and idk how to ride a bike.,0
2170,21022,I know my mom dates.,0
2171,21023,I hate my best friend.,-1
2172,21021,I’m some degree of pathetic.,-1
2173,21017,i love elsa jean,1
2174,21019,In need of a shoulder to cry on,1
2175,21024,I'm not going on instagram today because I don't want to scroll through a million posts about how much you love your SO,-1
2176,21030,I used to bully a girl when I was in primary school,-1
2177,21040,"When I’m on public transit in winter, I enjoy the feeling of being squished between people. I feel like it’s the one time strangers make true, prolonged contact.",0
2178,21036,I'm in a relationship with a man and I'm in love with him; but I'm also in love with a woman and I feel close to the edge.,-1
2179,21039,About 3 years ago I stole $400 from my mother to buy cosmetics on GTA V,-1
2180,21028,I hurt my cat when I was a child to see if she would still love me,-1
2181,21035,I failed a major school project and hid it from my parents.,-1
2182,21031,I fell in love with a guy I lied to,-1
2183,21041,I wrote a horrible letter to a man that I love,-1
2184,21043,"It hurts so much and aleve isn't helping anymore, I can't take it.",0
2185,21050,I’m a guy who’s been depressed for years and I’ve arranged to speak to my male best friend about it tonight,1
2186,21052,I love German men.,1
2187,21058,I call customer service lines because I am lonely.,-1
2188,21059,Whenever I do something it has to be an EVEN number,0
2189,21060,Who am I &amp; what am I doing?,0
2190,21063,I make my mom's life much harder than it needs to be.,-1
2191,21057,I'm stuck in my past,-1
2192,21056,I hate how my mom sometimes treats me as a friend,-1
2193,21062,I spent way too much time on Talk to Transformer,-1
2194,21055,My Dad's girlfriend is possibly a psychopath Part 1,0
2195,21077,I can't make my boyfriend come,0
2196,21074,I wish I could love and marry Henry David Thoreau.,0
2197,21075,"Whenever I’m genuinely happy, not suicidal, and accepting of myself, I get suspicious",0
2198,21069,using friendship to get pokemon Cards,0
2199,21071,I believe a few people are in some type of danger.,0
2200,21065,I can’t do anything to help my boyfriend,0
2201,21080,"As a man I am genuinely jealous of women, but I don't want to be one.",-1
2202,21064,My mom steals my money,-1
2203,21096,I raised money for a Minecraft account,0
2204,21102,I’m afraid that if I become a father one day I won’t be able to love my child,-1
2205,21097,I worry I may not live long enough to see civilization collapse due to climate change.,-1
2206,21094,I drive my husky crazy,0
2207,21103,Struggling to take care of myself,-1
2208,21095,Sometimes i would like to self harm,-1
2209,21098,Is it wrong to strongly dislike my dad?,-1
2210,21118,Lost My Best Friend,1
2211,21113,Frustrated with my mother,-1
2212,21119,I believe My Little Pony: Friendship is Magic is unironically a good show.,1
2213,21105,I’ve recently been self harming more than I ever have before.,0
2214,21117,It's difficult to me make friends or talk with somebody,0
2215,21109,If my parents knew the real me they’d flip,0
2216,21106,"I have a crush on a girl in my political science class, but she's the ex of my ex and I think she hates me. help me.",0
2217,21114,I'm a guy in a committed hereto relationship but secretly I'd love to be a wife.,0
2218,21123,I despise my dad and I wish he would disappear and not exist anymore.,-1
2219,21133,"I cheated on my girlfriend, and I feel really bad about it.",-1
2220,21127,Can I talk to to someone? I’m feeling a little suicidal right now. Please.,0
2221,21131,To the girl named emily today. Thank you.,1
2222,21134,My friendships don’t last and it’s my fault,-1
2223,21132,I'm just going to keep going back,0
2224,21121,I still love my ex gf with every fiber of my being,0
2225,21128,I'm feeling hopeless and I need help.,0
2226,21144,Why Do Liberals Love NlGGERS So Much?,-1
2227,21142,I kinda hate my parents,-1
2228,21138,I don't want to start recovery for my eating disorder until I'm thin enough to recover without being fat.,-1
2229,21140,I am not enough for my parents.,-1
2230,21137,If I was a Canibal,-1
2231,21135,I still think about my ex even though we broke up 3 years ago and i'm in a long term relationship since,-1
2232,21141,I am falling for someone.,0
2233,21139,I’m choosing to live in near reclusion for the rest of my life due to deep rooted resentment.,-1
2234,21155,Marital Infidelity Is Unfit Topic for Holiday Banter,0
2235,21151,The Way to Make Friends Is to Be a Good One Yourself,1
2236,21145,in love with a married man I'll never see again,-1
2237,21148,I'm getting tired of my boyfriend,0
2238,21154,Woman's Daily Phone Calls Are Suffocating to Friendship,0
2239,21152,Happy News Of Marriage Is Unlikely To Please Mom,-1
2240,21150,"Parents Expect Help in Family Store, but Don't Pay for It",-1
2241,21167,Is Offering Leftover Pizza to Strangers Generous or Insulting?,0
2242,21166,Quiz on Alcoholism Reveals Sobering Reasons for Concern,0
2243,21181,Doing Right Thing Doesn't Necessarily Mean Marriage,0
2244,21178,Son's New Girlfriend Makes Problematic First Impression,-1
2245,21186,Former Stepdad Seeks More Contact Than Woman Wants,0
2246,21185,Old Photos Stir Nostalgia For Long-Ago Love,1
2247,21188,Tips On Tipping In The United States,0
2248,21184,Wife Is Unwilling to Shoulder Burden of Mother-in-Law's Care,-1
2249,21189,Student Feels Increased Pressure to Perform at New School,0
2250,21182,Grandparents' Tippling Is Causing Couple Concern,0
2251,21190,Don't Wait Until Tomorrow to Tell the People You Love,1
2252,21198,Friendships End on Accusations of Thievery,-1
2253,21197,Workers Who Make Holidays Happy Deserve Our Thanks,1
2254,21191,Nuts to Those Who Don't Rave About This Dessert,0
2255,21195,Grandmother Is Cut Off From What Little Contact She Had With Grandchildren,-1
2256,21193,Ward Off the Holiday Blues by Offering a Helping Hand,1
2257,21205,Volatile Younger Sister Must Reach Out for Help on Her Own,-1
2258,21203,"Online, No Response Is Its Own Response",0
2259,21206,Husband Strays Too Far When He Travels Alone,-1
2260,21207,Friendship Is Only Payment Neighbor Wants for Cat-Sitting,0
2261,21211,Teen's Question About Will Could Be Cause for Concern,0
2262,21219,New Girlfriend Slaps Helping Hand Man Extends to Ex-Wife,-1
2263,21218,Clash of Parenting Styles Causes Household Misery,-1
2264,21220,Well-Meaning Husband Is More Harmful Than Helpful Doing Dishes,0
2265,21230,Dad's Current Wife Is Persona non Grata at Son's Birthday Party,0
2266,21226,Small Kindness Makes Big Difference in Child's Life,1
2267,21228,Years of Bailouts Fail to Help Sister Who's Drowning in Debt,0
2268,21225,Mother's Outbursts Suggest Something's Seriously Wrong,0
2269,21223,Personal Responsibility Is Best Weapon in War on Addiction,1
2270,21227,Helpful Strangers Open Door to Trouble by Letting Toddler Go Outside,-1
2271,21229,Grieving Widow Pushes the Limits of Friendship,0
2272,21236,Overly Talkative Friend Needs To See Shrink,-1
2273,21232,Helping Hands Weed Flowers Out of Woman's Natural Garden,1
2274,21231,Diplomatic Approach Helps to Smooth Family Disagreements,1
2275,21239,Widow Feels Pressure to Focus Only on Her Family,0
2276,21246,Drunk Driving Accident Puts Strain on Lifelong Friendship,-1
2277,21249,Memorial Donations to Charity Get Lost in Paperwork Jungle,0
2278,21241,"Sometimes, Cause of Death Is Cause for Public Concern",0
2279,21244,Responsible Gun Ownership Begins With Proper Safety,0
2280,21253,Homeless People Are More in Need Than Homeless Pets,1
2281,21256,Cancer Diagnosis Prompts Search for Life's Lost Love,0
2282,21258,Red Blooded Americans Needed to Ensure Safe Blood Supply,0
2283,21254,Conflict Over Baby's Name Is Sign of Big Trouble Ahead,0
2284,21250,Karaoke Fans Have More Love for Singing Than Talent,0
2285,21260,Crude Pass At Another Man's Wife Puts Friendships At Risk,0
2286,21255,Crash Into Mailbox Damages Car and Destroys Friendship,0
2287,21251,Caring for Elderly Relative Involves More Than Money,1
2288,21267,Boyfriend Pleads for Time Apart After Father's Death,0
2289,21268,Boyfriend's Dogs Are Double Trouble,-1
2290,21265,When to Send a Sympathy Card,0
2291,21262,Daughter of Murdered Man Rejoices in Holiday Miracle,0
2292,21266,Wife Lobbies for Help With Household Chores in the Winter,0
2293,21263,Using Mother Tongue Makes Family Conversation Difficult,0
2294,21264,Family Business Doesn't Have Room for Mom,0
2295,21269,"Mothers and Mothers in Law, Step Right Up and Be Loved",1
2296,21270,History of Distrust Complicates Response to Sister's Illness,0
2297,21279,Flip Answer to Nosy Question Protects Privacy and Friendship,0
2298,21277,Getting to Know Dad Sheds New Light on Shadowy Past,0
2299,21272,Parents' Unhealthy Marriage Casts A Long Shadow,0
2300,21285,Woman Secretly in Love Wants Coaching on What to Do Now,0
2301,21284,Small Acts of Kindness Can Give Hope to Those in Need,1
2302,21281,Boyfriend Is Uncomfortable With 'I Love You',0
2303,21283,Mailed Obituaries Help Notify Friends Of Mother's Passing,1
2304,21282,"Friendships Change, But It's Unwise To End Them Forever",1
2305,21286,Umbilical Cord Blood Can Bring New Life to Others,0
2306,21280,Responsible Kids Are Proof That Youth Is on Right Track,1
2307,21287,Follow Commandments of Love to Keep Valentine Spirit Alive,1
2308,21292,It's Time for Single Mom to Pull on Big Girl Pants,0
2309,21294,Computer Greeting Cards Leave Mom Feeling Cold,0
2310,21290,"Poker Helps Pay The Bills, Despite Trouble At Home",-1
2311,21293,Hostess Steamed by Waffling Responses to Rsvp Request,0
2312,21291,Mother Called by Any Other Name Doesn't Sound as Sweet,0
2313,21300,Tipping The Restroom Attendant,0
2314,21301,Breaking Up Is Hard to Do With Boyfriend's Parents,0
2315,21296,Accurate Medical History Can Help Save Your Life,1
2316,21298,Memory Albums as Gifts Bring Christmas Cheer to Grandmas,1
2317,21299,Long-Distance Love Affair Ends in Trip to the Altar,0
2318,21317,Friend's Focus on Food May Be Turning Into an Obsession,0
2319,21320,Mom Longs to Have Empty Nest All to Herself Again,0
2320,21314,Long-Winded Storyteller Needs Help Cutting to the Chase,0
2321,21319,Steer Daughter to Counseling After Son in Law Is in Jail,1
2322,21315,New Approach May Be Needed After Years of Ineffective Therapy,0
2323,21321,Friends Pitch in to Help Keep Wedding Costs Under Control,1
2324,21324,Invitation to Pay for Honeymoon Gets Chilly Reception,0
2325,21322,Recent Revelation of Affair Threatens to Break Up Family,-1
2326,21326,Parents Of Identical Triplets Endure Prying Questions,0
2327,21325,Volatile Sister Has to Be Stopped Before She Hurts Son,1
2328,21328,Desire to Stop Drinking Is Only Requirement to Join AA,0
2329,21329,How to End a Friendship Without Hurt Feelings,1
2330,21327,Mom Says Dollhouse Built With Love Isn't Up to Code,0
2331,21330,Extra Place Set at the Table Helps Combat Holiday Blues,0
2332,21332,Cancer Survivor Wins Sympathy for Her Reluctance to Go Nude,0
2333,21333,Funeral Costs Need Covering After Boyfriend's Sudden Death,0
2334,21331,Stepmom Trying to Horn in Is Shooed Out of Wedding Plans,0
2335,21335,Successful Career Change Sours Longtime Friendship,-1
2336,21337,A Very Special Mother Leaves Legacy of Humor and Love,1
2337,21334,Excessive Use of Mothballs Poses Threat to Human Health,1
2338,21336,On-The-Job Affair Won't Pay Off In The End,1
2339,21339,Forgiveness Is Divine Idea During Week of Reflection,1
2340,21346,Acts of Kindness Can Make Our World Seem Less Scary,1
2341,21354,Love Won't Be Any Easier if Man Gets Second Chance,0
2342,21352,Simple Safeguards Can Protect Your Home While You're Away,0
2343,21349,Should Family Chip In Toward Thanksgiving Meal?,0
2344,21355,Friend's Tardiness Crosses the Line Into Rudeness,0
2345,21347,Dad's Dying Wish Is Fulfilled With Help From Above,0
2346,21351,Rough Play Causes Painful Injury to Loving Family Pet,-1
2347,21353,These Guidelines Will Help if You're Stopped by Police,0
2348,21357,Small Displays Tell Larger Tale of Late Husband's Life,0
2349,21359,Daughter's Road to Romance Is Blocked by Parents' Barricades,0
2350,21356,Sister Discovers Her Forgiven Loan Was Never Forgotten,0
2351,21362,Act of Supermarket Kindness Touches Cashier and Customers,1
2352,21364,Dentist Son Hits a Nerve When He Asks Dad to Pay Lab Bill,0
2353,21363,Stained Dress Shirt Threatens Friendship,0
2354,21360,Dad and Stepmom Masquerade as Each Other in Texts,0
2355,21370,Guilt Following Sister's Death Breeds Nightmares,-1
2356,21366,Man's 'I Love You' Texts Disappear After Wedding,-1
2357,21367,Politeness Is the Proper Response to Forgetful Acquaintances,1
2358,21369,"Marriage Is About Sharing Love, Not Finding Fault",1
2359,21382,Kindness of Strangers Creates a Christmas to Remember Still,1
2360,21383,Simple Acts of Kindness Can Lighten Our Load,1
2361,21377,Lack of Feeling Provokes Concern,-1
2362,21384,Dead Husband's Ashes Give Live Suitor Pause,0
2363,21376,Make Yours Good Neighbors by Showing How It's Done,1
2364,21387,Taking A Long Walk Helps Deal With A Bad Day,1
2365,21389,'No Phone Zone' in Car Allows Parents to Talk to Their Kids,0
2366,21391,Effort To Help Troubled Sister Only Causes More Grief,-1
2367,21386,Migraines Interfere With Making Plans,0
2368,21408,Counseling Helps Ease Stress of Caring for Invalid Husband,1
2369,21414,Diabetes Diagnosis Is Crucial Before Complications Develop,0
2370,21419,Little Gestures Can Show Wife How Much You Care,1
2371,21418,Opposites Can Make Marriage Work if There's Mutual Respect,1
2372,21421,Child Driving Golf Cart Is a Recipe for Disaster,0
2373,21417,Prayer for Mercy and Peace Honors Mothers Who've Died,1
2374,21423,We walked through Plimoth Plantation before going home.,0
2375,21431,"I loved the novel, as I lived in Brighton for thirty years.",0
2376,21424,I absolutely loved it when I opened it.,0
2377,21425,Any new child who did not know her was convinced to be her friend.,0
2378,21426,I love eating junk foods although it not good in our health.,-1
2379,21429,He was surprised at the things he'll do for true love.,0
2380,21427,However much he tried he just couldn't get his bearings.,0
2381,21430,Deb married the love of her life 23 years ago.,1
2382,21428,My mother begged me to come back home and help her.,0
2383,21433,When I was little I loved visiting my grandma's house.,1
2384,21432,My cell phone fell in the sink while I was doing dishes.,0
2385,21438,Guy was building a walkway leading up to his house.,0
2386,21440,He played very well on his baseball team.,1
2387,21447,The next day he put them in for me.,1
2388,21457,I am starting to think I should be saving more money somehow.,0
2389,21456,I eventually put it all in the trash when I get near the trash can.,1
2390,21449,The lady who worked there told me which ones she liked best.,0
2391,21461,My friend and I tried to fix the playground at a local school.,1
2392,21463,"When I was young, I found a snail in our yard.",0
2393,21467,While Deb was there she found out her mother had cancer.,0
2394,21469,Dirk explained that a local glass service put it in for him.,0
2395,21470,I took them home to give out to children.,1
2396,21462,When I put it in I forgot about it.,0
2397,21471,Juan's parents always told him that working hard was important.,1
2398,21479,She grew up without a mom and was responsible for her brothers.,1
2399,21472,"She went through each item, deciding whether she still liked it.",0
2400,21476,"This christmas, she plans to take her parents with her.",1
2401,21480,He loved flying it around his neighborhood.,0
2402,21481,I realized I could feed the dog under the table.,0
2403,21473,I'm going to set up an appointment with the vet to get shots for her.,0
2404,21495,"He worked hard investing in their future, paying her college tuition.",0
2405,21488,We decided to have a diaper party for one of our friends.,1
2406,21483,I bought my own rollerblades the other day.,0
2407,21489,I found her and she offered me fruit.,1
2408,21490,She remembered in the morning and put the money in his cereal box.,1
2409,21482,When my mom passed we had to decide what to do with it.,0
2410,21496,"He tried to go to bed after the fight, but he fainted.",0
2411,21484,I once babysat the little brother of one of my friends.,1
2412,21517,His father was not available as he was incarcerated.,0
2413,21513,He asked if that meant I had to eat it.,0
2414,21510,She decided to make her mom breakfast.,1
2415,21523,I've been trying to lose weight and I think this will help.,0
2416,21524,"As soon as I tried to stand up, I could tell I had broken my foot.",0
2417,21521,Joe then got lost trying to find his biology lab.,0
2418,21519,"I loved him dearly as well, and was very sad.",0
2419,21530,It was her birthday so she deserved something special.,1
2420,21535,I baked some cookies to share with my new neighbors.,1
2421,21537,I wanted to find a way to repay her.,1
2422,21539,So I used Google Maps and Yelp to try to find one.,0
2423,21529,I went to get JC to come live with me.,0
2424,21536,I diligently read all 20 books to my child.,1
2425,21538,She found out it had operation system she did not know.,0
2426,21532,We instantly fell in love and two years later we married.,0
2427,21546,"I love taking pictures of beavers, they are so cute!",0
2428,21544,My parents could hear me and told me to be quiet.,0
2429,21543,I took him to the service desk so they could page his mom.,0
2430,21549,And he couldn't wait for his parent's to buy him a new car.,0
2431,21542,One morning before work he fell gravely ill after drinking his coffee.,0
2432,21540,I invited over to my place to use my computer.,1
2433,21566,I still had a great time and guiltlessly loved my experience there.,1
2434,21562,Next time I go to the hospital I will look for the courage again.,0
2435,21564,My friends hosted it at their house.,0
2436,21565,I never doubted my mother's protectiveness after this.,1
2437,21560,Anne wants me to help her clip coupons every week for now on.,0
2438,21568,It made me realize how littering affects other organisms.,0
2439,21563,I hated having my pants touch my belly button.,0
2440,21561,My friend Joe lived in his car two years ago.,0
2441,21573,I was so sad because I had to quit gymnastics.,0
2442,21574,One day I saw Matt being bullied on the playground.,0
2443,21569,I will ask my friend tomorrow if he would like to work for free.,0
2444,21571,When they arrived at the lodge Alex was insanely happy about it!,1
2445,21570,"Although I only had $10 dollars for lunch, I gave it to him.",1
2446,21576,I attempted to use their phone system to pay.,0
2447,21572,I used Foodler to order takeout from an Italian restaurant.,0
2448,21575,"When she retired, there was an assembly to honor her.",1
2449,21586,My dog was disappointing he never caught him.,0
2450,21587,I told him how much I loved his music.,1
2451,21590,It looked like a golden retriever laying on his side.,0
2452,21589,"He went into the army, and I broke up with him that summer.",-1
2453,21585,I couldn't tell him that without him thinking I was jealous.,0
2454,21581,"My parents were upset, but I didn't care.",-1
2455,21577,I spent the first day bonding with her and loving on her.,1
2456,21597,It was a nice outing with my mother.,1
2457,21601,My husband and I got to help release them safely.,1
2458,21602,Colt wanted to help his father paint the walls in the house.,1
2459,21599,They took pictures of their monkeys wherever they went.,0
2460,21603,I used to write love letters when I got home about her.,1
2461,21611,Luckily my wife was able to help me up.,1
2462,21617,"Rushing home, I was excited to tell my mom that I said the F word.",-1
2463,21620,"When we moved, we found that everyone was very nice.",1
2464,21618,My mom sewed me a dress for the dance.,1
2465,21621,"I was disappointed, but I found out my parents bought it for me.",0
2466,21631,"Since nobody was around to help me, I ran after him.",-1
2467,21635,I got to play a solo for our concert at the end of the year!,0
2468,21627,I asked my girlfriend to marry me last night.,1
2469,21630,"He tried very hard to take care of me, but I resisted.",0
2470,21644,"I love video games, so I bought a new controller.",0
2471,21639,When I was about twelve years old my parents bought a summer home.,0
2472,21641,"This story made me into the man I am today, fearful of disease.",0
2473,21643,"Now, he throws away less as he knows it's harmful to the environment.",0
2474,21638,She said I should not give that kind of gift.,-1
2475,21640,"Relieved, I took him with me and we cleaned up in no time.",1
2476,21642,"Ricky was 32 and loved Rachel, who was 22, and they'd dated for years.",0
2477,21637,Deena was trying to install an app on her phone.,0
2478,21646,She is so nice and we became friends.,1
2479,21651,I took my boys to Pizza Hut for lunch and they loved it.,1
2480,21650,I bought medicine and drove to her house.,1
2481,21659,"I felt very sorry for the little kittens, and kissed them goodbye.",1
2482,21647,You never know real love until you have a child.,1
2483,21664,"When I served dinner, he was very surprised and gave me a loving kiss.",1
2484,21660,I get mad if my parents throw away my bubble wrap.,-1
2485,21666,"We love to facetime with her, but she does not.",0
2486,21665,I replied right away and asked them how they're doing.,0
2487,21661,I bought my daughter a stuffed elephant.,1
2488,21668,I worked hard and was able to help the waitresses do their side work.,1
2489,21663,Later I found a verse in the Bible similar to my dream about her.,0
2490,21662,I recently noticed her acting standoffish towards him.,0
2491,21675,I finally turned in my assignment partially complete.,0
2492,21677,She called me up and I changed the locks for her.,-1
2493,21673,She gave us a difficult reading assignment without any help.,-1
2494,21672,I was concerned because I lost my voter registration card.,1
2495,21670,He told me he could use some aspirin so I bought and took him some.,1
2496,21671,I wanted to learn because my friends do it all the time.,0
2497,21685,I felt like the world was crashing down around me.,0
2498,21678,My friend Sam is 99 years old.,0
2499,21679,They decided a coin toss would help them choose.,0
2500,21682,"On my birthday, he surprised me with a kitten of my own!",1
2501,21683,I told them I just wanted to see a therapist however.,0
2502,21680,I roll out of bed and stretched my back.,0
2503,21690,When I was in high school I played in the marching band.,0
2504,21691,I instantly fell in love with Suki.,0
2505,21688,I tried to install it by myself when I got home.,0
2506,21687,She doesn't drive or do things alone so I take her out to do things.,1
2507,21694,Now we have to clean up the eggs or he will tell our parents.,0
2508,21686,So today I'm going to a game to watch  Sharon play in a game.,0
2509,21707,I knew deep down he still loved her.,0
2510,21714,I get healthcare through my parents' health insurance.,1
2511,21710,I asked her how her youngest son was doing.,0
2512,21708,I left early this morning to get my dog's pill.,1
2513,21709,He was a chef so I was given the jobs of opening the cans.,0
2514,21713,She always loved to play on her phone.,0
2515,21712,Bob had just bought a dolly to help him move.,0
2516,21711,"So, my parents bought me a computer.",0
2517,21720,My former coworker Sally needed a new car.,1
2518,21721,"However, I watch football with my Dad.",1
2519,21716,My little cousin was very tiny for her age.,-1
2520,21719,I ran down the road to try to help her.,1
2521,21715,My son had his first birthday last year.,1
2522,21722,He loved the USA like his own country.,1
2523,21718,Henry couldn't go home since he had no ride.,-1
2524,21717,I tearfully confronted my parents with this revelation.,1
2525,21734,I woke up my mother and told her.,0
2526,21738,"Because she'd been a good friend to us, we helped her.",1
2527,21737,I was working with my friends in my backyard.,1
2528,21741,My granddad said he was counting instead of picking.,0
2529,21735,My parents eventually stopped buying me cookies.,0
2530,21740,I had noticed that my cats seemed kind of bored.,0
2531,21755,Tim mentioned he had dice in his pocket.,0
2532,21745,I take them to help control my outrageous acne.,0
2533,21749,I thought I could go without caffeine to wake me up.,0
2534,21743,There was only three cupcakes left for my parents and me.,0
2535,21756,But there has been an outbreak of Hepatitis A in my state.,0
2536,21752,At the end of the day Sue's mom took her home.,0
2537,21768,It was for a band of which I am a big fan.,0
2538,21775,"In fact, I loved it because I recognized some of the tunes!",0
2539,21773,"When he asked to help, I refused because I wanted to do it alone.",-1
2540,21771,I had to drive to the parking office to get my parking permit renewed.,0
2541,21772,"My Daughter, Suzie, planned to attend her school dance.",0
2542,21776,It so bad I couldn't walk and called my friend to come get me.,0
2543,21778,"When they grew a bit, their pen was absolutely full.",0
2544,21777,"I want a new one, but I love this one too much.",0
2545,21782,Her toddler wanted her and ran towards her.,0
2546,21781,I called the police and they came to investigate.,0
2547,21789,I loved petting the pigs and goats at her house that day.,1
2548,21784,"Being his best friend, I of course said yes!",1
2549,21787,She improved her grades in all her classes.,0
2550,21788,"Many years after her move, I visited my friend in Nebraska.",0
2551,21785,Luckily she finally found the video and she loved it.,0
2552,21806,I was walking into my church to help the youth leaders.,1
2553,21798,It turns out I set it for 8 o'clock at night.,0
2554,21801,After accomplishing every task I cross each item off my list.,0
2555,21803,"Although I lost weight, I felt miserable and angry.",0
2556,21804,When we got home from work in the evening he said his shoulders hurt.,0
2557,21796,He kept them in a brass lunchbox under his bed.,0
2558,21790,The vet told me that his infection has still not gone away.,0
2559,21793,Kyle came over to help me fix my motorcycle.,1
2560,21810,I went to visit my mom the other day.,1
2561,21824,"We go out to eat often, although Schroeder's is gone.",0
2562,21821,I am going to fly in an air show for my dad.,1
2563,21812,She even climbed out of her crib looking for her binky.,0
2564,21809,He constantly asked me for petty things and I sadly turned him down.,-1
2565,21822,Now I write for the paper full-time and I'm paid quite handsomely too.,0
2566,21829,When I went into the cat room I was overwhelmed by how cute they were.,1
2567,21827,He had gotten lost on a hike and now he was wandering around in a swamp.,0
2568,21826,She talked to my dad and they decided we could.,0
2569,21830,My mom once told me that she would take me to a baseball game.,1
2570,21832,I told him I was excited to meet him because I can't meet good guys.,0
2571,21825,I was about to go back to my house.,0
2572,21833,Terry had an old truck that he loved.,0
2573,21846,Tommy was five years old and did not know how to tie his shoes.,0
2574,21847,My autistic son refused to sleep in his own bed.,0
2575,21848,"I tried to follow the instructions, but they were complicated.",0
2576,21849,He was helping to carry their equipment to the stage.,1
2577,21859,Retro games have brought me and my friends together.,0
2578,21857,It didn't concern me until I saw a huge lightning bolt.,0
2579,21854,I told her to eat plenty of Chinese food to raise her bp.,0
2580,21862,One time I went fishing with my dad.,1
2581,21861,I nursed him back to health and raised him to be a big strong cat.,1
2582,21856,"I told my mom about it, but she said I dare better not say anything.",0
2583,21860,One day while I was taking the bus I got on the wrong route!,0
2584,21863,"As soon as I took them out of the box, I was in love.",0
2585,21866,"My mother said, you're not finished with your choirs.",0
2586,21867,I think she needs it for the daily grind.,0
2587,21869,I offered my help and got her spare tire out of her car's trunk.,1
2588,21865,"After my friend's dad's funeral, I got in trouble.",0
2589,21872,"After doing research online, I found a brand I liked.",0
2590,21873,My friends all said they loved the summertime.,0
2591,21885,He came into my bedroom and asked to talk.,0
2592,21884,They were easy and fun to make and cheap so my parents could afford.,0
2593,21882,And Michael exploded in a fit of laughter saying he was responsible.,0
2594,21881,Luckily one of them offered to let me borrow theirs.,0
2595,21878,My 99 year old neighbor Sam has early dementia.,0
2596,21880,I tried to tell her that it was a scam but she did not believe me.,0
2597,21895,My 99 year old friend Ben is losing his memory.,0
2598,21892,My parents wanted me to watch an important documentary.,0
2599,21888,"My friend, Mary, loved the rain.",0
2600,21886,I went on a fishing trip to clear my mind.,0
2601,21887,It helps me not be afraid of the dark.,0
2602,21889,My husband and I set baby sea turtles free.,1
2603,21891,I practiced my own makeup skills on the kids in my neighborhood.,0
2604,21890,I took them out and played with them.,1
2605,21902,When I got home it turns out he was trapped in a room!,0
2606,21903,"When I found my wallet, I realized I didn't have any money.",0
2607,21899,I had to ask a local waitress to pick something up for me in town.,0
2608,21905,I took my dog for a walk on the boardwalk.,1
2609,21896,I was so sick of all the responsibilities life threw at me.,-1
2610,21900,"However, she needed help with her serve.",0
2611,21904,My dog Duke had an affliction where he kept scratching over and over.,0
2612,21907,I started by teaching him the alphabet and spelling.,1
2613,21908,I asked Uncle Joe what kind of birds they had around his house.,0
2614,21915,I asked them if we can go swimming and they said sure.,0
2615,21906,She showed us her injured hand on face time.,0
2616,21914,Jana and Steve could not manage to do any of them.,0
2617,21911,I took my son to his speech therapist one day.,1
2618,21920,I did not want to eat them at all.,0
2619,21922,I loved holding my children when they were babies.,1
